wikidata_id,title,description,bucket,enwiki_title,country,relevance_start,relevance_end,pageviews_365d,points
Q2057070,Nehrim: At Fate's Edge,2010 video game | bucket: video_game,video_game,Nehrim: At Fate's Edge,Germany,2010-01-01,2010-01-01,0,4
Q145915,Nekhbet,Egyptian deity | bucket: fictional_character,fictional_character,Nekhbet,,,,0,4
Q1069633,Neper,Egyptian god of grain | bucket: fictional_character,fictional_character,Neper (mythology),,,,0,4
Q2725247,Ness,fictional character and the protagonist of EarthBound (Mother 2) | bucket: fictional_character,fictional_character,Ness (EarthBound),,,,0,4
Q19985,New Divide,2009 single by Linkin Park | bucket: musical_work,musical_work,New Divide,United States,2009-05-18,2009-05-18,0,4
Q2615117,New Fist of the North Star,2003 original video animation | bucket: film,film,New Fist of the North Star,Japan,2003-01-01,2003-01-01,0,4
Q39719,New York Undercover,American television sitcom | bucket: tv_series,tv_series,New York Undercover,United States,1994-09-08,1998-06-25,0,4
Q275611,Ni una Sola Palabra,single | bucket: musical_work,musical_work,Ni una Sola Palabra,,2006-01-01,2006-01-01,0,4
Q842468,Night Shift Nurses,video game | bucket: film,film,Night Shift Nurses,Japan,2024-12-16,2024-12-17,0,4
Q282978,Nije ljubav stvar,single | bucket: musical_work,musical_work,Nije ljubav stvar,,2012-01-01,2012-01-01,0,4
Q174957,Nina Simone,"American singer, songwriter and pianist and civil rights activist (1933–2003) | bucket: human",human,Nina Simone,United States,1933-02-21,2003-04-21,0,4
Q7040790,Nishonoseki Stable,Japanese sumo wrestling organization | bucket: sports_team,sports_team,Nishonoseki stable (2021),Japan,,,0,4
Q3088,No Beef,2011 single by Afrojack | bucket: musical_work,musical_work,No Beef,United States,2011-08-22,2011-08-22,0,4
Q890189,No Money,manga | bucket: film,film,No Money (novel),Japan,,,0,4
Q835894,Nonogram,picture logic puzzles in which cells in a grid must be colored or left blank according to numbers at the side of the grid to reveal a hidden picture | bucket: video_game,video_game,Nonogram,,,,0,4
Q23013,Not Giving In,Rudimental song | bucket: musical_work,musical_work,Not Giving In,,2012-11-18,2012-11-18,0,4
Q19973,Numb,2003 single by Linkin Park | bucket: musical_work,musical_work,Numb (Linkin Park song),United States,2002-01-01,2003-09-08,0,4
Q19979,Numb/Encore,2004 single by Jay-Z and Linkin Park | bucket: musical_work,musical_work,Numb/Encore,United States,2004-12-13,2004-12-13,0,4
Q240004,Nurikabe,logic puzzle | bucket: video_game,video_game,Nurikabe (puzzle),,,,0,4
Q278265,Off the Ground,single | bucket: musical_work,musical_work,Off the Ground (song),,1993-02-01,1993-02-01,0,4
Q7080302,Oguruma Stable,defunct sumo stable | bucket: sports_team,sports_team,Oguruma stable,Japan,,,0,4
Q263383,Oh Africa,single | bucket: musical_work,musical_work,Oh Africa,United States,2010-01-31,2010-01-31,0,4
Q1049666,Oh! My Girl!!,Japanese TV series | bucket: tv_series,tv_series,Oh! My Girl!!,Japan,2008-10-14,2008-12-09,0,4
Q7081555,Oitekaze stable,Organization of sumo wrestlers | bucket: sports_team,sports_team,Oitekaze stable,Japan,,,0,4
Q19995,One Step Closer,2000 single by Linkin Park | bucket: musical_work,musical_work,One Step Closer (Linkin Park song),United States,2000-09-28,2000-09-28,0,4
Q699823,One-Pound Gospel,television series | bucket: film,film,One-pound Gospel,Japan,2008-01-12,2008-03-08,0,4
Q172109,Onyx Grand Prix,former Formula One constructor from Britain that competed in the 1989 and 1990 Formula One seasons | bucket: sports_team,sports_team,Onyx Grand Prix,United Kingdom,1978-01-01,,0,4
Q114441175,Orisabunmi,Nigerian actress | bucket: human,human,Orisabunmi,Nigeria,1960-10-10,2021-01-05,0,4
Q2477429,Oromis,fictional character from The Inheritance Cycle | bucket: fictional_character,fictional_character,Oromis,,,,0,4
Q861839,Orthros no Inu,Japanese television series | bucket: tv_series,tv_series,Orthros no Inu,Japan,2009-07-24,2009-09-25,0,4
Q171506,Osella,Italian racing car manufacturer and Formula One team | bucket: sports_team,sports_team,Osella,Italy,,,0,4
Q11497670,Oshiogawa stable (2022),bucket: sports_team,sports_team,Oshiogawa stable,Japan,,,0,4
Q46491,Osiris,god of the afterlife in Egyptian mythology | bucket: fictional_character,fictional_character,Osiris,,,,0,4
Q2119617,Oswald Ottendorfer,Moravian-American journalist (1826-1900) | bucket: human,human,Oswald Ottendorfer,United States,1826-02-12,1900-12-15,0,4
Q709574,Otogi-Jūshi Akazukin,Anime series | bucket: film,film,Otogi-Jūshi Akazukin,Japan,,,0,4
Q76640,Otto Strasser,"German politician, former member of the Nazi Party, rival of Adolf Hitler and founder of the Black Front (1888-1974) | bucket: human",human,Otto Strasser,Germany,1897-09-14,1974-08-27,0,4
Q7110550,Our Alma Mater,bucket: musical_work,musical_work,Our Alma Mater,,,,0,4
Q283888,Our Time,single by Dream | bucket: musical_work,musical_work,Our Time (Dream song),,2001-08-08,2001-08-08,0,4
Q7113518,Over the River and Through the Wood,song based on 1845 poem by Lydia Maria Child | bucket: musical_work,musical_work,Over the River and Through the Wood,,1845-01-01,1846-01-01,0,4
Q15654,Oxygen,2006 song recorded by Marie Serneholt | bucket: musical_work,musical_work,Oxygen (Marie Serneholt song),,2006-10-01,2006-10-01,0,4
Q5947713,Pac-Man & Galaga Dimensions,2011 video game | bucket: video_game,video_game,Pac-Man & Galaga Dimensions,Japan,2011-06-23,2011-06-23,0,4
Q172992,Pacific Racing,British automotive racing team | bucket: sports_team,sports_team,Pacific Racing,United Kingdom,,,0,4
Q266297,Paid My Dues,2001 single by Anastacia | bucket: musical_work,musical_work,Paid My Dues,United States,2001-11-06,2001-11-06,0,4
Q2630214,Pale Cocoon,Japanese original video animation | bucket: film,film,Pale Cocoon,Japan,2006-01-18,2006-01-18,0,4
Q61979,Panasonic Toyota Racing,2002-2009 Formula One team representing Toyota | bucket: sports_team,sports_team,Toyota Racing (Formula One team),,,,0,4
Q2620625,Panzer World Galient,Japanese anime television series | bucket: film,film,Panzer World Galient,Japan,1984-01-01,1986-01-01,0,4
Q962267,Papa to Kiss in the Dark,original video animation | bucket: film,film,Kiss in the Dark (novel),Japan,,,0,4
Q19998,Papercut,2001 single by Linkin Park | bucket: musical_work,musical_work,Papercut (Linkin Park song),United States,2001-06-18,2001-06-18,0,4
Q37850,Paradise Falls,Canadian TV series | bucket: tv_series,tv_series,Paradise Falls,Canada,2001-06-25,2008-09-26,0,4
Q282613,Party for Everybody,2012 song by Buranovskiye Babushki for the Eurovision Song Contest | bucket: musical_work,musical_work,Party for Everybody,Russia,2012-01-01,2012-01-01,0,4
Q16873213,Pascal Nyabenda,Burundian politician | bucket: human,human,Pascal Nyabenda,Burundi,1966-04-12,,0,4
Q116100,Pascale Bruderer,Swiss politician | bucket: human,human,Pascale Bruderer,Switzerland,1977-07-28,,0,4
Q24082,Patrick Jenkin,British Conservative politician (1926-2016) | bucket: human,human,Patrick Jenkin,United Kingdom,1926-09-07,2016-12-20,0,4
Q238754,Pavel Grachev,Russian general | bucket: human,human,Pavel Grachev,Russia,1948-01-01,2012-09-23,0,4
Q38101,Pavitra Rishta,Indian television series | bucket: tv_series,tv_series,Pavitra Rishta,India,2009-06-01,2014-10-24,0,4
Q804125,Payazzo,traditional Finnish gambling arcade game | bucket: video_game,video_game,Payazzo,,,,0,4
Q2680204,Payback,1999 episode of Law & Order: Special Victims Unit directed by Jean de Segonzac | bucket: film,film,Payback (Law & Order: Special Victims Unit),,1999-09-20,1999-09-20,0,4
Q66381168,Pedro Brolo,Guatemalan economist | bucket: human,human,Pedro Brolo,Spain; Guatemala,1981-02-03,,0,4
Q3898973,Pelor,bucket: fictional_character,fictional_character,Pelor,,,,0,4
Q7169376,PernMUSH,online game based on Anne McCaffrey's Pern novels | bucket: video_game,video_game,PernMUSH,,,,0,4
Q2616135,Petbe,ancient Egyptian deity | bucket: fictional_character,fictional_character,Petbe,,,,0,4
Q71824,Picker Sisters,television series | bucket: tv_series,tv_series,Picker Sisters,United States,2011-08-02,2011-09-06,0,4
Q267716,Picture of You,song by Boyzone | bucket: musical_work,musical_work,Picture of You (Boyzone song),,1997-07-21,1997-07-21,0,4
Q928951,Pilot,1st and 2nd episodes of the first season of ''Lost'' | bucket: film,film,Pilot (Lost),,2004-09-22,2004-09-22,0,4
Q629700,Plastic Little,manga | bucket: film,film,Plastic Little,Japan,,,0,4
Q49379,Pohádky z mechu a kapradí,television series | bucket: tv_series,tv_series,Pohádky z mechu a kapradí,Czechoslovakia,1968-10-06,,0,4
Q130627,Pope John Paul II,2005 miniseries directed by John Kent Harrison | bucket: tv_series,tv_series,Pope John Paul II (miniseries),United States; Poland; Italy,2005-01-01,2005-12-07,0,4
Q7238178,Prakash Javadekar,Indian politician | bucket: human,human,Prakash Javadekar,India,1951-01-30,,0,4
Q662510,Preti Mangimi,cycling team | bucket: sports_team,sports_team,Preti Mangimi,Luxembourg; Italy,2007-01-01,2008-01-01,0,4
Q139746,Priceless,TV series | bucket: tv_series,tv_series,Priceless (TV series),Japan,2012-10-22,2012-12-24,0,4
Q2723736,Prince,fictional character from Prince of Persia | bucket: fictional_character,fictional_character,Prince (Prince of Persia),Achaemenid Empire,,,0,4
Q316797,Prince Félix of Luxembourg,Luxembourgian Royal | bucket: human,human,Prince Félix of Luxembourg,Luxembourg,1984-06-03,,0,4
Q264053,Princes of the Universe,song by Queen (1986) | bucket: musical_work,musical_work,Princes of the Universe,,1986-01-01,1986-03-12,0,4
Q233990,Princess Irene of Hesse and by Rhine,"daughter of Louis IV, Grand Duke of Hesse and by Rhine, and Princess Alice of the United Kingdom (1866-1953) | bucket: human",human,Princess Irene of Hesse and by Rhine,Germany; Grand Duchy of Hesse; North German Confederation; German Reich,1866-07-11,1953-11-11,0,4
Q158173,Princess Margaret of Connaught,British princess; Crown Princess of Sweden as the first wife of King Gustaf VI Adolf (1882–1920) | bucket: human,human,Princess Margaret of Connaught,United Kingdom of Great Britain and Ireland,1882-01-15,1920-05-01,0,4
Q77311543,Prithvirajsing Roopun,Former president of Mauritius since 2019 to December 2024 | bucket: human,human,Prithvirajsing Roopun,Mauritius,1959-05-24,,0,4
Q62733979,Priya D. Manickchand,politician in Guyana | bucket: human,human,Priya Manickchand,Guyana,,,0,4
Q23061,Professional Griefers,2012 song by deadmau5 and Gerard Way | bucket: musical_work,musical_work,Professional Griefers,United States,2012-08-14,2012-08-14,0,4
Q82426,Prohibition,2011 documentary film directed by Ken Burns | bucket: tv_series,tv_series,Prohibition (miniseries),United States,2011-01-01,2011-10-04,0,4
Q3924993,Psilofyr,bucket: fictional_character,fictional_character,Psilofyr,,,,0,4
Q48758,Psych,American detective comedy-drama television series | bucket: tv_series,tv_series,Psych,United States,2006-07-07,2014-03-26,0,4
Q19974,Pts.OF.Athrty,2002 single by Linkin Park | bucket: musical_work,musical_work,Pts.OF.Athrty,United States,2002-07-15,2002-07-15,0,4
Q1248616,Puck,"character from Shakespeare's ""Midsummer Night's Dream"" play | bucket: fictional_character",fictional_character,Puck (A Midsummer Night's Dream),,,,0,4
Q132053,Puni Puni ☆ Poemy,2001 anime | bucket: film,film,Puni Puni Poemy,Japan,2001-01-01,2001-01-01,0,4
Q1344074,Qebehsenuef,Egyptian deity | bucket: fictional_character,fictional_character,Qebehsenuef,,,,0,4
Q965560,Qhubeka NextHash,cycling team | bucket: sports_team,sports_team,Team Qhubeka NextHash,South Africa,1997-01-01,2021-01-01,0,4
Q2721594,Quan Chi,Mortal Kombat character | bucket: fictional_character,fictional_character,Quan Chi,,1996-01-01,,0,4
Q3772,Quentin Tarantino,American filmmaker and actor (born 1963) | bucket: human,human,Quentin Tarantino,United States,1963-03-27,,0,4
Q1252904,Ra,ancient Egyptian solar deity | bucket: fictional_character,fictional_character,Ra,,,,0,4
Q1418931,Ra-Horakhty,Egyptian and Somali deity | bucket: fictional_character,fictional_character,Re-Hor-achti,,,,0,4
Q16199509,Rachel Bloom,"American actress, singer, and producer | bucket: human",human,Rachel Bloom,United States,1987-04-03,,0,4
Q19312,Raet-Tawy,ancient Egyptian solar goddess | bucket: fictional_character,fictional_character,Raet-Tawy,,,,0,4
Q34669,Raising Hope,television comedy program | bucket: tv_series,tv_series,Raising Hope,United States,2010-09-21,2014-04-04,0,4
Q2721772,Ratchet,titular protagonist of Ratchet & Clank | bucket: fictional_character,fictional_character,Ratchet (Ratchet & Clank),,2002-01-01,,0,4
Q2720052,Raven,fictional character from Tekken | bucket: fictional_character,fictional_character,Raven (Tekken),,,,0,4
Q7296411,Raven Queen,fictional deity from Dungeons & Dragons | bucket: fictional_character,fictional_character,Raven Queen,,,,0,4
Q61823111,Rayla,fictional character from the animated television series The Dragon Prince | bucket: fictional_character,fictional_character,Rayla,,2018-01-01,,0,4
Q107340732,Raymond Siu,former Commissioner of Police in Hong Kong Special Administrative Region | bucket: human,human,Raymond Siu,,1966-04-02,,0,4
Q7299571,Raziel,bucket: fictional_character,fictional_character,Raziel (Dungeons & Dragons),,,,0,4
Q2777895,Re: Cutie Honey,2004 original video animation directed by Hideaki Anno | bucket: film,film,Re: Cutie Honey,Japan,2004-07-24,2004-07-24,0,4
Q172622,Rebaque,1978-1979 Formula One team | bucket: sports_team,sports_team,Rebaque,Mexico,,,0,4
Q704548,Red Bull-Bora-Hansgrohe,cycling team | bucket: sports_team,sports_team,Red Bull–Bora–Hansgrohe,Germany,2010-01-01,,0,4
Q76287831,Reginald Cholmondeley,English artist (1826-1896) | bucket: human,human,Reginald Cholmondeley,,1826-04-20,1896-02-10,0,4
Q1386068,Rekhyt bird,ethnic group and god | bucket: fictional_character,fictional_character,Rekhyt,,,,0,4
Q177630,Relax-Gam,cycling team | bucket: sports_team,sports_team,Relax–GAM,Spain,1984-01-01,2007-01-01,0,4
Q7312024,Remnis,bucket: fictional_character,fictional_character,Remnis,,,,0,4
Q172722,Renault F1 Team,auto racing team | bucket: sports_team,sports_team,Renault F1 Team,France; United Kingdom,,,0,4
Q7313300,Rennbuu,bucket: fictional_character,fictional_character,Rennbuu,,,,0,4
Q110297798,Reynolds Michael Tan,Filipino politician | bucket: human,human,Reynolds Michael Tan,Philippines,,,0,4
Q171974,Rial Racing,auto racing team | bucket: sports_team,sports_team,Rial Racing,Germany,,,0,4
Q2148674,Ricardo Hausmann,Venezuelan economist | bucket: human,human,Ricardo Hausmann,Venezuela,1956-01-01,,0,4
Q550569,Richard Stockton,"American lawyer, jurist and legislator (1730–1781) | bucket: human",human,Richard Stockton (Continental Congressman),United States; Kingdom of Great Britain,1730-10-01,1781-02-28,0,4
Q7334292,Rillifane Rallathil,fictional character from Dungeons & Dragons | bucket: fictional_character,fictional_character,Rillifane Rallathil,,,,0,4
Q284158,Rip It Up,single by Jet | bucket: musical_work,musical_work,Rip It Up (Jet song),,2006-01-01,2006-01-01,0,4
Q1053156,Risou no Musuko,Japan TV series | bucket: tv_series,tv_series,Perfect Son,Japan,2012-01-14,2012-03-17,0,4
Q269327,Riwal Cycling Team,cycling team (2009–2022) | bucket: sports_team,sports_team,Riwal Cycling Team,Denmark,2009-01-01,2022-01-01,0,4
Q4456,Rizzoli & Isles,television series (2010–2016) | bucket: tv_series,tv_series,Rizzoli & Isles,United States,2010-07-12,2016-09-05,0,4
Q276524,Robert Byrd,American politician (1917–2010) | bucket: human,human,Robert Byrd,United States,1917-11-20,2010-06-28,0,4
Q207307,Robert Carlyle,Scottish actor | bucket: human,human,Robert Carlyle,United Kingdom,1961-04-14,,0,4
Q40028,Robin Hood,British television programme (2006–2009) | bucket: tv_series,tv_series,Robin Hood (2006 TV series),United Kingdom,2006-10-07,2009-06-27,0,4
Q336219,"Rodney Elton, 2nd Baron Elton",British politician (1930-2023) | bucket: human,human,"Rodney Elton, 2nd Baron Elton",United Kingdom,1930-03-02,2023-08-19,0,4
Q108300825,Ronke Giwa-Onafuwa,on-air personality | bucket: human,human,Ronke Giwa-Onafuwa,Nigeria,,,0,4
Q723,Rookie Blue,Canadian police drama television series | bucket: tv_series,tv_series,Rookie Blue,Canada,2010-06-24,2015-09-03,0,4
Q471214,Rose Red,2002 television miniseries directed by Craig R. Baxley | bucket: tv_series,tv_series,Rose Red (miniseries),United States,2002-01-01,2002-01-29,0,4
Q7376828,Rudd,fictional deity from Dungeons & Dragons | bucket: fictional_character,fictional_character,Rudd (Greyhawk),,,,0,4
Q19993,Runaway,2000 song by Linkin Park | bucket: musical_work,musical_work,Runaway (Linkin Park song),United States,2000-10-24,2000-10-24,0,4
Q849590,Ruri no Shima,Japanese TV series or program | bucket: tv_series,tv_series,Ruri no Shima,Japan,2005-04-16,2005-06-18,0,4
Q285971,Rurouni Kenshin: Reflection,original video animation | bucket: film,film,Rurouni Kenshin: Reflection,Japan,,,0,4
Q3453971,Ryokunohara Labyrinth: Sparkling Phantom,Japanese original video animation | bucket: film,film,Ryokunohara Labyrinth: Sparkling Phantom,Japan,,,0,4
Q1544983,Sadāparibhūta,bucket: fictional_character,fictional_character,Sadāparibhūta,,,,0,4
Q1411272,Safiya Hussaini,Nigerian woman accused of adultery | bucket: human,human,Safiya Hussaini,Nigeria,1967-01-01,,0,4
Q335188,Saitō Makoto,Prime Minister of Japan (1858-1936) | bucket: human,human,Saitō Makoto,Japan,1858-12-02,1936-02-26,0,4
Q220950,Saki Kumagai,Japanese association football player | bucket: human,human,Saki Kumagai,Japan,1990-10-17,,0,4
Q280485,Sal de Mi Piel,single | bucket: musical_work,musical_work,Sal de Mi Piel,,2009-08-17,2009-08-17,0,4
Q868306,Samantabhadra,"in Buddhism, a bodhisattva associated with practice and meditation | bucket: fictional_character",fictional_character,Samantabhadra (Bodhisattva),,,,0,4
Q1141832,Sand Chronicles,Japanese manga series by Hinako Ashihara | bucket: tv_series,tv_series,Sand Chronicles,Japan,2008-01-01,2008-01-01,0,4
Q233085,Sarah Hyland,American actress and singer | bucket: human,human,Sarah Hyland,United States,1990-11-24,,0,4
Q1020712,Sarvanivāraṇaviṣkambhin,bodhisattva | bucket: fictional_character,fictional_character,Sarvanivāraṇaviṣkambhin,,,,0,4
Q13979,Saturday Night Live,American late-night live television sketch comedy show | bucket: tv_series,tv_series,Saturday Night Live,United States,1975-10-11,,0,4
Q171335,Sauber Motorsport,Swiss Formula One team | bucket: sports_team,sports_team,Sauber Motorsport,Switzerland,1970-01-01,,0,4
Q277977,Scarred,Combichrist song | bucket: musical_work,musical_work,Scarred (EP),,2010-01-01,2010-01-01,0,4
Q4992871,School Shooter: North American Tour 2012,cancelled video game | bucket: video_game,video_game,School Shooter: North American Tour 2012,,2011-01-01,2011-01-01,0,4
Q766561,Science and Industry,mod for Half-Life | bucket: video_game,video_game,Science and Industry,,,,0,4
Q169898,Scuderia Ferrari,Formula One team | bucket: sports_team,sports_team,Scuderia Ferrari,Italy,1929-01-01,,0,4
Q172787,Scuderia Milano,Formula One team | bucket: sports_team,sports_team,Scuderia Milano,Italy,,,0,4
Q141818,Scuderia Toro Rosso,the predecessor of Scuderia AlphaTauri | bucket: sports_team,sports_team,Scuderia Toro Rosso,Italy,2005-01-01,,0,4
Q218091,Seal,"British musician, singer, songwriter and record producer | bucket: human",human,Seal (musician),United Kingdom,1963-02-19,,0,4
Q281666,Seducción,2006 single by Thalía | bucket: musical_work,musical_work,Seducción (song),United States,2006-02-01,2006-02-01,0,4
Q2759728,See Me After Class,original video animation and manga | bucket: film,film,See Me After Class,Japan,,,0,4
Q5654167,Sega Smash Pack,1999 video game compilation | bucket: video_game,video_game,Sega Smash Pack,,1999-02-01,2002-09-09,0,4
Q105627885,Sejiro Avoseh,Nigerian contemporary artist | bucket: human,human,Sejiro Avoseh,Nigeria,1990-01-01,,0,4
Q146104,Sekhmet,Egyptian deity | bucket: fictional_character,fictional_character,Sekhmet,,,,0,4
Q23039,Selecta,song by Afrojack and Quintino | bucket: musical_work,musical_work,Selecta (song),,2011-01-01,2011-01-01,0,4
Q52617,Selviytyjät Suomi,Finnish reality show based on Survivor | bucket: tv_series,tv_series,Selviytyjät Suomi,Finland,2013-01-01,,0,4
Q86755332,Sera,fictional character in Dragon Age franchise | bucket: fictional_character,fictional_character,Sera (Dragon Age),,,,0,4
Q131795,Seth,"God of the desert, storms, and foreigners in ancient Egyptian religion | bucket: fictional_character",fictional_character,Set (deity),,,,0,4
Q726171,Seven Whole Days,single | bucket: musical_work,musical_work,Seven Whole Days,United States,1993-10-08,1993-10-08,0,4
Q472018,Seventeen Moments of Spring,1973 Soviet twelve-part television miniseries | bucket: tv_series,tv_series,Seventeen Moments of Spring,Russian Soviet Federative Socialist Republic; Soviet Union,1973-07-08,1973-08-24,0,4
Q35791,Sex and the City,American TV series (1998–2004) | bucket: tv_series,tv_series,Sex and the City,United States,1998-06-06,2004-02-22,0,4
Q2714728,Sexfriend,hentai computer game and anime | bucket: film,film,Sexfriend,Japan,2003-03-20,2004-11-16,0,4
Q1134035,Sexy Voice and Robo,seinen manga and live action Japanese television drama | bucket: tv_series,tv_series,Sexy Voice and Robo,Japan,2007-01-01,2007-06-19,0,4
Q3141397,Shadow Skill,"manga, television series | bucket: film",film,Shadow Skill,Japan,,,0,4
Q19982,Shadow of the Day,2007 single by Linkin Park | bucket: musical_work,musical_work,Shadow of the Day,United States,2007-11-12,2007-11-12,0,4
Q1254764,Shai,deification of the concept of fate in Egyptian mythology | bucket: fictional_character,fictional_character,Shai,,,,0,4
Q267234,Shailesh Vara,British politician (born 1960) | bucket: human,human,Shailesh Vara,United Kingdom,1960-09-04,,0,4
Q286551,Shaykh al-Mahmudi,Sultan of Egypt and Syria (r. 1412–1421) | bucket: human,human,Al-Mu'ayyad Shaykh,Mamluk Sultanate,1369-01-01,1421-01-22,0,4
Q282603,She Wants to Dance with Me,single by Rick Astley | bucket: musical_work,musical_work,She Wants to Dance with Me,,1988-09-20,1988-09-20,0,4
Q584204,She and Her Cat,1999 anime directed by Makoto Shinkai | bucket: film,film,She and Her Cat,Japan,1999-01-01,1999-10-01,0,4
Q2616803,Shed,ancient Egyptian deity | bucket: fictional_character,fictional_character,Shed (deity),,,,0,4
Q24082842,Sheri Hagen,German actress | bucket: human,human,Sheri Hagen,Germany,1968-01-01,,0,4
Q192837,Sherlock,"British crime drama television series, first broadcast in 2010 | bucket: tv_series",tv_series,Sherlock (TV series),United Kingdom,2010-07-25,2017-01-15,0,4
Q19285,Shesmetet,ancient Egyptian goddess | bucket: fictional_character,fictional_character,Shesmetet,,,,0,4
Q2758333,Shibatora,manga and television series | bucket: tv_series,tv_series,Shibatora,Japan,2008-07-08,2008-09-16,0,4
Q11487041,Shikihide stable,organization of sumo wrestlers | bucket: sports_team,sports_team,Shikihide stable,Japan,,,0,4
Q7496612,Shikoroyama stable,stable of sumo wrestlers in Japan | bucket: sports_team,sports_team,Shikoroyama stable,Japan,,,0,4
Q169410,Shiritsu Bakaleya Koukou,Japanese TV series or program | bucket: tv_series,tv_series,Shiritsu Bakaleya Koukou,Japan,2012-04-14,2012-06-30,0,4
Q275271,ShowStopper,single | bucket: musical_work,musical_work,Showstopper (TobyMac song),United States,2010-01-19,2010-01-19,0,4
Q21094,Shutterbugg,song by Big Boi | bucket: musical_work,musical_work,Shutterbugg,United States,2010-06-20,2010-06-20,0,4
Q2758473,Shōkōjo Seira,Japanese drama television series | bucket: tv_series,tv_series,Shōkōjo Seira,Japan,2009-10-17,2009-12-19,0,4
Q6128329,Silent Hill HD Collection,2012 video game compilation | bucket: video_game,video_game,Silent Hill HD Collection,United States,,,0,4
Q172976,Simtek,engineering company and Formula One team | bucket: sports_team,sports_team,Simtek,United Kingdom,1989-08-01,1995-01-01,0,4
Q7521412,Simão Jatene,Brazilian politician | bucket: human,human,Simão Jatene,Brazil,1949-04-01,,0,4
Q1761610,Sitātapatrā,protector against supernatural danger in Buddhism | bucket: fictional_character,fictional_character,Sitatapatra,,,,0,4
Q2006388,Skanda,Mahayana bodhisattva regarded as a devoted guardian of Buddhist monasteries who protects the teachings of Buddhism | bucket: fictional_character,fictional_character,Skanda (Buddhism),,,,0,4
Q5666160,Slave Doll,2001 hentai anime series | bucket: film,film,Slave Doll,Japan,2001-01-01,2001-01-01,0,4
Q2120242,Slitherlink,logic puzzle | bucket: video_game,video_game,Slitherlink,Japan,,,0,4
Q1134376,Smile,Japanese television drama series | bucket: tv_series,tv_series,Smile (Japanese TV series),Japan,2009-04-17,2009-06-26,0,4
Q146313,Sobek,Egyptian crocodile deity | bucket: fictional_character,fictional_character,Sobek,,,,0,4
Q612060,Sojasun,cycling team (2009-2013) | bucket: sports_team,sports_team,Sojasun (cycling team),France,2009-01-01,2013-01-01,0,4
Q86753222,Solas,fictional character from Dragon Age | bucket: fictional_character,fictional_character,Solas (Dragon Age),,,,0,4
Q19976,Somewhere I Belong,2003 single by Linkin Park | bucket: musical_work,musical_work,Somewhere I Belong,,2003-02-24,2003-02-24,0,4
Q2571793,Sonic Gems Collection,2005 video game compilation | bucket: video_game,video_game,Sonic Gems Collection,Japan,2005-08-11,2005-09-30,0,4
Q2422173,Sonic Mega Collection,2002 compilation video game by Sega | bucket: video_game,video_game,Sonic Mega Collection,Japan,2002-11-12,2003-03-07,0,4
Q2573699,Sonic's Ultimate Genesis Collection,2009 compilation of video games | bucket: video_game,video_game,Sonic's Ultimate Genesis Collection,United States,2009-02-10,2009-02-10,0,4
Q92078,Sonja Gerhardt,German film and television actress | bucket: human,human,Sonja Gerhardt,Germany,1989-04-02,,0,4
Q930167,Sopdet,Egyptian deity | bucket: fictional_character,fictional_character,Sopdet,,,,0,4
Q1195229,Sopdu,god of the sky and of eastern border regions in ancient Egyptian religion | bucket: fictional_character,fictional_character,Sopdu,,,,0,4
Q872766,Sora Kara Furu Ichioku no Hoshi,Japanese TV series or program | bucket: tv_series,tv_series,Sora Kara Furu Ichioku no Hoshi,Japan,2002-04-15,2002-06-24,0,4
Q604320,Space Pirate Captain Herlock: The Endless Odyssey,2002 original video animation | bucket: film,film,Space Pirate Captain Herlock: The Endless Odyssey,Japan,2002-01-01,2002-01-01,0,4
Q1979315,Sportacus,Lazy Town superhero | bucket: fictional_character,fictional_character,Sportacus,,,,0,4
Q172765,Spyker F1,Dutch Formula One racing team | bucket: sports_team,sports_team,Spyker F1,Netherlands,2006-01-01,,0,4
Q626593,Stand Up!!,Japanese television series | bucket: tv_series,tv_series,Stand Up!! (Japanese TV series),Japan,2003-07-04,2003-09-12,0,4
Q16290,Star Trek: The Next Generation,American television series | bucket: tv_series,tv_series,Star Trek: The Next Generation,United States,1987-09-28,1994-05-23,0,4
Q7601019,Star Trek: The Next Generation Interactive VCR Board Game – A Klingon Challenge,board game | bucket: video_game,video_game,Star Trek: The Next Generation Interactive VCR Board Game,,,,0,4
Q1077,Star Trek: The Original Series,American science fiction television series (1966–1969) | bucket: tv_series,tv_series,Star Trek: The Original Series,United States,1966-09-08,1969-09-02,0,4
Q7601142,Star Wars MUSH,1992 video game | bucket: video_game,video_game,Star Wars MUSH,,1991-05-01,1992-01-01,0,4
Q7601107,Star Wars: The Interactive Video Board Game,board game and accompanying VHS video tape | bucket: video_game,video_game,Star Wars: The Interactive Video Board Game,,1996-01-01,1996-01-01,0,4
Q584096,Starship Girl Yamamoto Yohko,Japanese light novel series | bucket: film,film,Starship Girl Yamamoto Yohko,Japan,,,0,4
Q263600,Stay,2012 song by Tooji | bucket: musical_work,musical_work,Stay (Tooji song),,2012-02-11,2012-02-11,0,4
Q1156204,Strawberry Marshmallow,Japanese manga series | bucket: film,film,Strawberry Marshmallow,Japan,2005-01-01,2009-01-01,0,4
Q626598,Strawberry on the Shortcake,2001 Japanese television series | bucket: tv_series,tv_series,Strawberry on the Shortcake,Japan,2001-01-12,2001-03-16,0,4
Q658412,Street Fighter Collection,video game compilation | bucket: video_game,video_game,Street Fighter Collection,,1997-09-18,1997-09-18,0,4
